Campaign Name,Ad Name,Amount Spent,Reach,Impressions,Clicks (All),Results,Day,Ad Set Name
Engajamento - Guanambi,video bolinho passo 3,"23,07",6912,7356,13,1166,2021-06-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"4,48",800,829,2,26,2021-06-13,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"2,02",429,443,2,25,2021-06-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,28",526,570,0,13,2021-06-13,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"2,04",249,257,1,17,2021-06-13,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"23,98",7420,7796,15,1214,2021-06-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"4,24",819,851,1,16,2021-06-14,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,14",225,232,1,19,2021-06-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,48",550,599,0,14,2021-06-14,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"2,54",366,397,1,11,2021-06-14,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"7,66",1211,1331,26,9,2021-06-14,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"23,99",7064,7682,10,1254,2021-06-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"4,1",728,758,3,22,2021-06-15,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,12",277,291,0,20,2021-06-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,44",615,656,4,15,2021-06-15,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"2,09",324,344,1,12,2021-06-15,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,09",1277,1356,15,2,2021-06-15,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"23,7",6448,6752,16,1061,2021-06-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"4,77",832,882,5,15,2021-06-16,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,26",246,252,0,18,2021-06-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,79",490,520,1,9,2021-06-16,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"2,04",269,290,1,9,2021-06-16,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,32",1203,1273,10,5,2021-06-16,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"24,46",6800,7258,25,1101,2021-06-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,97",708,744,5,20,2021-06-17,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,79",159,163,0,18,2021-06-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,35",356,371,1,6,2021-06-17,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"3,83",356,375,2,23,2021-06-17,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,29",1130,1195,6,1,2021-06-17,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"24,2",6886,7131,16,1156,2021-06-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,57",644,666,1,14,2021-06-18,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,48",110,115,0,11,2021-06-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"1,48",229,243,1,8,2021-06-18,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"5,23",576,643,3,20,2021-06-18,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,07",1119,1169,5,2,2021-06-18,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"24,25",7592,7897,19,1277,2021-06-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,84",759,794,4,15,2021-06-19,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,54",146,147,0,7,2021-06-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"1,27",216,227,0,4,2021-06-19,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"5,17",654,708,4,27,2021-06-19,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,14",1161,1233,11,2,2021-06-19,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"24,55",8404,8725,14,1383,2021-06-20,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,6",639,668,1,8,2021-06-20,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,42",126,127,1,6,2021-06-20,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,16",337,356,2,7,2021-06-20,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"4,05",659,722,3,14,2021-06-20,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"24,35",8222,8578,18,1292,2021-06-21,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,36",527,554,1,21,2021-06-21,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,41",118,119,0,7,2021-06-21,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,66",460,482,4,11,2021-06-21,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"3,77",503,544,0,18,2021-06-21,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,46",1444,1545,15,4,2021-06-21,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"24,63",7136,7471,22,1188,2021-06-22,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"3,75",568,597,2,10,2021-06-22,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,64",120,123,1,9,2021-06-22,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,97",450,476,1,8,2021-06-22,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"3,12",404,433,0,13,2021-06-22,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,67",1294,1362,14,5,2021-06-22,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"21,63",6278,6480,9,967,2021-06-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"1,87",278,291,2,8,2021-06-23,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,3",70,71,1,7,2021-06-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"0,87",174,182,0,1,2021-06-23,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"1,82",264,271,0,15,2021-06-23,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,83",1340,1406,10,4,2021-06-23,anuncio manhã
Engajamento - Carinhanha,empada 1,"3,24",337,363,1,24,2021-06-23,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"2,53",280,297,1,20,2021-06-23,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"3,05",472,510,2,62,2021-06-23,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"20,08",5994,6272,9,948,2021-06-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,24",29,29,0,1,2021-06-24,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,17",33,33,0,3,2021-06-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,75",629,691,9,44,2021-06-24,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,45",543,584,2,35,2021-06-24,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"4,33",745,807,2,75,2021-06-24,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,81",6590,6752,10,1030,2021-06-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,42",60,63,0,2,2021-06-25,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,15",37,37,0,2,2021-06-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,59",466,490,3,24,2021-06-25,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"5,92",693,766,3,49,2021-06-25,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,39",433,465,2,41,2021-06-25,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,24",5844,6183,11,949,2021-06-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,67",100,104,1,5,2021-06-26,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,33",51,52,0,3,2021-06-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,96",548,600,2,35,2021-06-26,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"5,23",772,835,1,33,2021-06-26,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,52",459,487,1,44,2021-06-26,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,73",6490,6664,12,997,2021-06-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,87",142,145,0,3,2021-06-27,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,22",48,49,0,2,2021-06-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,61",580,629,0,22,2021-06-27,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,45",755,808,3,34,2021-06-27,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,22",518,544,2,37,2021-06-27,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,31",6276,6549,12,867,2021-06-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,84",107,110,0,1,2021-06-28,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,33",65,69,1,8,2021-06-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,45",365,384,4,21,2021-06-28,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"5,23",967,1040,3,29,2021-06-28,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"3,11",654,685,0,45,2021-06-28,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,01",5520,5819,16,726,2021-06-29,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,1,134,137,0,8,2021-06-29,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,47",101,102,0,7,2021-06-29,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,96",441,478,2,22,2021-06-29,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,6",909,967,4,32,2021-06-29,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"3,67",805,839,2,43,2021-06-29,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,53",4661,4915,13,671,2021-06-30,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"1,24",143,147,3,6,2021-06-30,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,58",100,102,1,8,2021-06-30,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,73",528,572,2,29,2021-06-30,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"3,84",590,611,4,15,2021-06-30,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"3,08",540,550,0,46,2021-06-30,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"19,06",4828,5112,14,695,2021-07-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"1,31",248,252,0,9,2021-07-01,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,42",83,84,0,5,2021-07-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,92",611,655,1,32,2021-07-01,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"3,78",645,689,1,18,2021-07-01,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,39",491,506,3,32,2021-07-01,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"16,93",4670,5008,5,697,2021-07-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"1,8",317,330,0,8,2021-07-02,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,58",108,109,1,10,2021-07-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,26",502,545,1,23,2021-07-02,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,12",668,714,0,16,2021-07-02,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"1,83",371,381,0,36,2021-07-02,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"16,4",4690,5035,11,725,2021-07-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,99",203,210,1,4,2021-07-03,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,49",94,94,0,8,2021-07-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"4,52",653,704,3,25,2021-07-03,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"5,48",1016,1078,6,24,2021-07-03,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,33",532,551,1,33,2021-07-03,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"17,68",5786,6174,11,844,2021-07-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"1,39",247,251,0,12,2021-07-04,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,32",73,76,0,5,2021-07-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,92",560,602,0,20,2021-07-04,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,57",1215,1277,4,29,2021-07-04,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,11",644,666,0,36,2021-07-04,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"15,22",4336,4672,11,636,2021-07-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,95",193,193,0,4,2021-07-05,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,72",165,165,1,8,2021-07-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,76",526,564,2,18,2021-07-05,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,79",1079,1156,1,25,2021-07-05,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"4,11",1125,1165,5,51,2021-07-05,PASSO 03 MDV GBI
Teste mdv passo 4 story,"slides salgados 1,00","11,49",2779,3105,22,4,2021-07-06,guanambi
Engajamento - Guanambi,video bolinho passo 3,"17,5",4922,5256,15,768,2021-07-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"0,16",16,17,0,,2021-07-06,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,41",92,94,0,9,2021-07-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"1,67",228,236,0,13,2021-07-06,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"1,84",360,363,2,13,2021-07-06,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"2,19",561,580,0,31,2021-07-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"6,7",815,917,3,51,2021-07-06,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","5,27",982,1273,11,2,2021-07-06,carinhanha
Teste mdv passo 4 story,"slides salgados 1,00","11,37",2532,2891,14,5,2021-07-07,guanambi
Engajamento - Guanambi,video bolinho passo 3,"18,75",5918,6288,10,917,2021-07-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"1,85",242,254,0,12,2021-07-07,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,29",60,60,0,5,2021-07-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"1,41",245,256,0,7,2021-07-07,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,89",179,183,0,10,2021-07-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"6,31",779,867,3,40,2021-07-07,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","5,5",989,1315,6,2,2021-07-07,carinhanha
Teste mdv passo 4 story,"slides salgados 1,00","11,41",2624,2933,24,11,2021-07-08,guanambi
Engajamento - Guanambi,video bolinho passo 3,"18,99",5910,6294,10,924,2021-07-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"2,79",328,344,0,10,2021-07-08,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,22",41,45,0,1,2021-07-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"3,66",620,651,1,22,2021-07-08,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,79",193,199,0,9,2021-07-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"3,31",369,390,0,25,2021-07-08,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","5,62",979,1246,3,1,2021-07-08,carinhanha
Teste mdv passo 4 story,"slides salgados 1,00","11,5",2382,2649,21,6,2021-07-09,guanambi
Engajamento - Guanambi,video bolinho passo 3,"18,25",5972,6309,12,905,2021-07-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,15",357,376,0,10,2021-07-09,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,12",24,24,0,5,2021-07-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"4,9",903,963,4,23,2021-07-09,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"1,62",343,358,3,22,2021-07-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"1,9",259,269,2,9,2021-07-09,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","0,78",161,161,0,,2021-07-09,carinhanha
Teste mdv passo 4 story,"slides salgados 1,00","11,62",2643,2991,16,8,2021-07-10,guanambi
Engajamento - Guanambi,video bolinho passo 3,"18,69",6114,6514,4,966,2021-07-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"2,64",306,323,1,13,2021-07-10,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,17",37,37,0,1,2021-07-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"5,9",1140,1235,4,29,2021-07-10,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,96",322,331,0,20,2021-07-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"2,43",366,393,1,13,2021-07-10,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","9,71",2908,3391,14,5,2021-07-11,guanambi
Engajamento - Guanambi,video bolinho passo 3,"18,26",6004,6518,12,956,2021-07-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"2,75",372,400,1,13,2021-07-11,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,18",34,35,0,3,2021-07-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"5,52",1313,1390,5,22,2021-07-11,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"1,61",476,494,3,20,2021-07-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"1,55",265,275,2,7,2021-07-11,Passo 3 CNN
Teste mdv passo 4 story,"slides salgados 1,00","9,8",2423,2785,19,5,2021-07-12,guanambi
Engajamento - Guanambi,video bolinho passo 3,"11,94",4605,4886,4,713,2021-07-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,22",478,508,2,11,2021-07-12,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"0,02",4,4,0,,2021-07-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha 1,"4,22",865,918,3,14,2021-07-12,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,5",121,122,0,9,2021-07-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"2,11",295,311,0,18,2021-07-12,Passo 3 CNN
Engajamento - Guanambi,video churros g,"7,64",2626,2738,10,627,2021-07-12,PASSO 03 MDV GBI
Teste mdv passo 4 story,"slides salgados 1,00","10,02",2408,2703,12,5,2021-07-13,guanambi
Engajamento - Guanambi,video bolinho passo 3,"8,79",3422,3619,5,528,2021-07-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"3,14",508,540,1,14,2021-07-13,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"2,97",572,603,1,18,2021-07-13,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,26",72,75,0,3,2021-07-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"3,88",506,552,1,17,2021-07-13,Passo 3 CNN
Engajamento - Guanambi,video churros g,"11,01",3825,4034,19,909,2021-07-13,PASSO 03 MDV GBI
Teste mdv passo 4 story,"slides salgados 1,00","9,7",2472,2777,11,4,2021-07-14,guanambi
Engajamento - Guanambi,video bolinho passo 3,"8,64",3271,3470,11,503,2021-07-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"2,45",348,365,2,12,2021-07-14,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"3,76",741,781,1,21,2021-07-14,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,44",92,97,0,10,2021-07-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"3,67",429,464,0,11,2021-07-14,Passo 3 CNN
Engajamento - Guanambi,video churros g,"10,97",3924,4094,13,849,2021-07-14,PASSO 03 MDV GBI
Teste mdv passo 4 story,"slides salgados 1,00","10,08",2732,3086,12,2,2021-07-15,guanambi
Engajamento - Guanambi,video bolinho passo 3,"9,94",3569,3765,9,579,2021-07-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"2,66",362,382,2,11,2021-07-15,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"4,67",821,878,1,25,2021-07-15,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,36",78,79,0,6,2021-07-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"2,53",318,334,1,7,2021-07-15,Passo 3 CNN
Engajamento - Guanambi,video churros g,"9,63",3442,3559,18,739,2021-07-15,PASSO 03 MDV GBI
Teste mdv passo 4 story,"slides salgados 1,00","0,65",203,203,0,,2021-07-16,guanambi
Engajamento - Guanambi,video bolinho passo 3,"5,63",2179,2218,0,354,2021-07-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,empada 1,"0,18",31,31,0,,2021-07-16,Passo 3 CNN
Engajamento - Carinhanha,coxinha 1,"0,56",99,101,0,5,2021-07-16,Passo 3 CNN
Engajamento - Guanambi,coxinha gbi 1,"0,03",11,11,0,,2021-07-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,pastel 1,"0,23",22,22,0,,2021-07-16,Passo 3 CNN
Engajamento - Guanambi,video churros g,"2,04",674,692,3,156,2021-07-16,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"12,29",3612,3850,8,829,2021-07-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,14",784,821,6,379,2021-07-16,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,41",1457,1557,6,346,2021-07-16,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"1,78",891,921,1,135,2021-07-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,23",82,84,0,25,2021-07-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,81",5850,6233,14,1352,2021-07-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"7,32",1965,2115,18,966,2021-07-17,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"3,06",877,915,2,222,2021-07-17,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"2,06",1040,1091,0,147,2021-07-18,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,93",380,388,1,84,2021-07-18,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,07",6512,6766,13,1363,2021-07-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"5,46",1686,1753,5,731,2021-07-18,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"4,08",1318,1407,5,298,2021-07-18,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"1,9",951,990,3,141,2021-07-19,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,93",321,327,2,86,2021-07-19,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,23",6410,6698,11,1299,2021-07-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,72",827,845,3,401,2021-07-19,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,04",2131,2279,9,538,2021-07-19,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"1,02",489,496,1,66,2021-07-20,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,58",190,192,0,29,2021-07-20,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,16",5838,6025,16,1108,2021-07-20,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,34",635,654,1,271,2021-07-20,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,7,1880,2011,4,435,2021-07-20,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"1,29",420,440,2,100,2021-07-20,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"0,49",130,134,0,33,2021-07-20,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,4",125,128,0,29,2021-07-21,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,51",5444,5687,9,1062,2021-07-21,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,75",467,479,7,210,2021-07-21,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"5,6",1582,1682,4,370,2021-07-21,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,1",1157,1201,5,307,2021-07-21,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"2,49",580,607,4,153,2021-07-21,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,57",171,180,0,36,2021-07-22,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"13,41",4574,4828,14,903,2021-07-22,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,86",442,445,4,190,2021-07-22,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,59",1785,1895,10,389,2021-07-22,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,04",1888,1958,5,436,2021-07-22,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"1,53",372,386,3,83,2021-07-22,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,58",151,155,1,28,2021-07-23,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,36",5372,5518,11,1038,2021-07-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,3",544,554,4,214,2021-07-23,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,26",1775,1870,3,401,2021-07-23,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,97",850,859,2,229,2021-07-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"0,81",190,192,1,49,2021-07-23,Passo 3 CNN
